,traffic,hour,is_weekday,delay_impact_index,flights_before_take_off,traffic_lag_5,flight_numbers,traffic_lag_1,traffic_lag_2,traffic_lag_4,traffic_same_period_last_year,traffic_change_from_last_year,traffic_ratio_from_last_year,traffic_lag_3
25769,1.0,20.0,0.0,4.08,294.0,62.0,9960.0,0.0,0.0,0.0,0.0,0.6931,1.0,1.0986
25770,0.0,21.0,0.0,2.53,288.0,55.0,12175.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25771,0.0,21.0,0.0,2.66,265.0,42.0,12811.0,0.6931,0.0,0.0,0.6931,-0.6931,0.0,0.0
25772,0.0,22.0,0.0,2.34,245.0,54.0,11459.0,0.0,0.6931,0.0,0.0,0.0,1.0,0.0
25773,1.0,22.0,0.0,2.46,179.0,24.0,8580.0,0.0,0.0,0.0,1.0986,-0.4055,0.6309,0.0
25774,0.0,23.0,0.0,1.7,130.0,17.0,7757.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
25775,0.0,23.0,0.0,2.46,88.0,12.0,7814.0,0.6931,0.0,0.6931,0.6931,-0.6931,0.0,0.0
25776,0.0,0.0,0.0,0.2,41.0,2.0,863.0,0.0,0.6931,0.6931,0.0,0.0,1.0,1.0986
25777,1.0,0.0,0.0,0.13,34.0,5.0,1805.0,0.0,0.0,0.0,0.6931,0.0,1.0,0.6931
25778,1.0,1.0,0.0,0.11,26.0,0.0,803.0,0.0,0.0,0.0,0.6931,0.0,1.0,0.0
25779,0.0,1.0,0.0,0.15,17.0,3.0,1025.0,0.6931,0.0,0.0,0.0,0.0,1.0,0.0
25780,0.0,2.0,0.0,0.04,13.0,0.0,471.0,0.6931,0.6931,0.6931,0.6931,-0.6931,0.0,0.0
25781,0.0,2.0,0.0,0.05,10.0,0.0,919.0,0.0,0.6931,0.6931,0.0,0.0,1.0,0.0
25782,0.0,3.0,0.0,0.02,5.0,0.0,329.0,0.0,0.0,0.6931,0.0,0.0,1.0,0.0
25783,0.0,3.0,0.0,0.02,3.0,1.0,331.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25784,0.0,4.0,0.0,0.01,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25785,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0986,0.0,0.0,1.0,0.0
25786,0.0,5.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25787,0.0,5.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.6931,0.0,0.0,1.0,0.0
25788,0.0,6.0,0.0,0.12,206.0,1.0,422.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
25789,0.0,6.0,0.0,0.9,393.0,10.0,3695.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
25790,1.0,7.0,0.0,2.09,458.0,25.0,10577.0,0.0,0.0,0.0,0.6931,0.0,1.0,0.0
25791,0.0,7.0,0.0,3.49,481.0,22.0,13857.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
25792,0.0,8.0,0.0,27.52,446.0,61.0,27226.0,0.6931,0.0,0.0,0.0,0.0,1.0,0.0
25793,0.0,8.0,0.0,9.57,318.0,18.0,12531.0,0.0,0.6931,0.0,1.7918,-1.7918,0.0,0.6931
25794,0.0,9.0,0.0,14.16,319.0,28.0,14679.0,0.0,0.0,0.0,1.0986,-1.0986,0.0,0.0
25795,0.0,9.0,0.0,9.29,307.0,21.0,8633.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25796,0.0,10.0,0.0,7.35,337.0,34.0,9498.0,0.0,0.0,0.0,1.0986,-1.0986,0.0,0.0
25797,0.0,10.0,0.0,13.95,362.0,24.0,12644.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931
25798,0.0,11.0,0.0,10.73,359.0,32.0,12826.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
25799,1.0,11.0,0.0,11.7,341.0,32.0,14080.0,0.0,0.0,0.0,1.3863,-0.6932,0.5,0.0
25800,0.0,12.0,0.0,10.34,319.0,43.0,12718.0,0.0,0.0,0.0,1.6094,-1.6094,0.0,0.0
25801,0.0,12.0,0.0,10.26,314.0,33.0,12934.0,0.6931,0.0,0.0,1.7918,-1.7918,0.0,0.6931
25802,1.0,13.0,0.0,8.38,304.0,38.0,10632.0,0.0,0.6931,0.0,0.0,0.6931,1.0,0.6931
25803,0.0,13.0,0.0,7.76,332.0,32.0,11254.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25804,4.0,14.0,0.0,13.43,340.0,26.0,11857.0,0.6931,0.0,0.0,0.0,1.6094,1.0,0.0
25805,0.0,14.0,0.0,9.56,350.0,38.0,11758.0,0.0,0.6931,0.0,1.0986,-1.0986,0.0,0.0
25806,0.0,15.0,0.0,13.17,365.0,42.0,14073.0,1.6094,0.0,0.0,1.0986,-1.0986,0.0,0.0
25807,0.0,15.0,0.0,7.79,348.0,34.0,12909.0,0.0,1.6094,0.0,1.0986,-1.0986,0.0,0.0
25808,0.0,16.0,0.0,14.54,330.0,57.0,14103.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
25809,0.0,16.0,0.0,10.6,315.0,48.0,13107.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
25810,0.0,17.0,0.0,10.39,307.0,49.0,11233.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
25811,0.0,17.0,0.0,7.81,305.0,43.0,8863.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
25812,0.0,18.0,0.0,9.06,306.0,53.0,11131.0,0.0,0.0,0.0,1.0986,-1.0986,0.0,0.0
25813,0.0,18.0,0.0,11.94,314.0,57.0,12389.0,0.0,0.0,0.0,1.6094,-1.6094,0.0,0.0
25814,0.0,19.0,0.0,13.16,310.0,51.0,12348.0,0.0,0.0,0.0,1.9459,-1.9459,0.0,0.6931
25815,0.0,19.0,0.0,6.39,317.0,49.0,10294.0,0.0,0.0,0.0,2.0794,-2.0794,0.0,0.0
25816,0.0,20.0,0.0,2.55,320.0,53.0,12031.0,0.0,0.0,0.0,1.0986,-1.0986,0.0,0.0
25817,0.0,20.0,0.0,1.95,316.0,49.0,12219.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25818,0.0,21.0,0.0,3.12,295.0,55.0,15221.0,0.0,0.0,0.6931,1.0986,-1.0986,0.0,0.0
25819,0.0,21.0,0.0,2.29,262.0,49.0,10652.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
25820,0.0,22.0,0.0,3.0,249.0,44.0,11797.0,0.0,0.0,0.0,1.3863,-1.3863,0.0,0.0
25821,0.0,22.0,0.0,2.23,181.0,19.0,9089.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25822,0.0,23.0,0.0,1.27,133.0,12.0,7454.0,0.0,0.0,0.0,1.6094,-1.6094,0.0,0.0
25823,0.0,23.0,0.0,0.91,86.0,13.0,8338.0,0.0,0.0,1.3863,1.3863,-1.3863,0.0,0.6931
25824,0.0,0.0,1.0,1.0,40.0,2.0,1336.0,0.0,0.0,1.0986,0.0,0.0,1.0,0.0
25825,0.0,0.0,1.0,1.76,34.0,1.0,629.0,0.0,0.0,0.0,1.0986,-1.0986,0.0,0.0
25826,1.0,1.0,1.0,0.15,25.0,1.0,595.0,0.0,0.0,1.0986,0.6931,0.0,1.0,0.6931
25827,0.0,1.0,1.0,0.27,21.0,4.0,1119.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25828,0.0,2.0,1.0,0.54,14.0,3.0,269.0,0.6931,0.0,0.0,1.0986,-1.0986,0.0,1.6094
25829,0.0,2.0,1.0,0.03,7.0,0.0,546.0,0.0,0.6931,0.0,0.0,0.0,1.0,0.0
25830,0.0,3.0,1.0,0.02,4.0,0.0,310.0,0.0,0.0,0.6931,0.0,0.0,1.0,0.0
25831,0.0,3.0,1.0,0.02,2.0,1.0,312.0,0.0,0.0,0.6931,0.6931,-0.6931,0.0,0.0
25832,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25833,0.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25834,0.0,5.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25835,0.0,5.0,1.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25836,0.0,6.0,1.0,0.12,217.0,1.0,422.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
25837,0.0,6.0,1.0,1.22,402.0,11.0,4284.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25838,0.0,7.0,1.0,4.22,460.0,13.0,11377.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25839,0.0,7.0,1.0,4.83,475.0,20.0,14685.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
25840,0.0,8.0,1.0,2.46,441.0,54.0,26967.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
25841,0.0,8.0,1.0,1.15,323.0,29.0,12208.0,0.0,0.0,0.0,1.6094,-1.6094,0.0,0.0
25842,0.0,9.0,1.0,1.0,317.0,25.0,14607.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
25843,0.0,9.0,1.0,0.96,303.0,18.0,8874.0,0.0,0.0,0.0,1.0986,-1.0986,0.0,0.0
25844,0.0,10.0,1.0,0.79,328.0,29.0,9704.0,0.0,0.0,0.0,1.3863,-1.3863,0.0,0.0
25845,0.0,10.0,1.0,1.38,342.0,20.0,10962.0,0.0,0.0,0.0,1.7918,-1.7918,0.0,0.0
25846,2.0,11.0,1.0,1.73,334.0,20.0,12249.0,0.0,0.0,0.0,1.7918,-0.6932,0.6131,0.0
25847,0.0,11.0,1.0,1.5,323.0,36.0,12739.0,0.0,0.0,0.0,2.3979,-2.3979,0.0,0.0
25848,0.0,12.0,1.0,1.42,315.0,27.0,12540.0,1.0986,0.0,0.0,0.6931,-0.6931,0.0,0.0
25849,0.0,12.0,1.0,0.72,312.0,36.0,11095.0,0.0,1.0986,0.0,1.6094,-1.6094,0.0,0.0
25850,0.0,13.0,1.0,1.04,320.0,33.0,11946.0,0.0,0.0,0.0,1.7918,-1.7918,0.0,0.6931
25851,0.0,13.0,1.0,1.13,329.0,26.0,12171.0,0.0,0.0,0.0,1.0986,-1.0986,0.0,0.0
25852,0.0,14.0,1.0,0.81,318.0,34.0,11687.0,0.0,0.0,0.0,1.0986,-1.0986,0.0,0.0
25853,0.0,14.0,1.0,1.38,317.0,30.0,12367.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
25854,0.0,15.0,1.0,2.18,329.0,33.0,11914.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
25855,0.0,15.0,1.0,1.31,334.0,48.0,11744.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
25856,0.0,16.0,1.0,1.67,341.0,53.0,11840.0,0.0,0.0,0.0,1.0986,-1.0986,0.0,0.0
25857,0.0,16.0,1.0,1.48,339.0,52.0,12783.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
25858,1.0,17.0,1.0,1.76,333.0,47.0,12496.0,0.0,0.0,0.0,1.0986,-0.4055,0.6309,0.0
25859,0.0,17.0,1.0,1.38,319.0,35.0,11229.0,0.0,0.0,0.0,1.6094,-1.6094,0.0,0.0
25860,0.0,18.0,1.0,0.87,303.0,48.0,11191.0,0.6931,0.0,0.0,0.0,0.0,1.0,0.0
25861,0.0,18.0,1.0,1.44,301.0,44.0,13424.0,0.0,0.6931,0.0,0.0,0.0,1.0,0.0
25862,0.0,19.0,1.0,1.33,294.0,41.0,10878.0,0.0,0.0,0.0,1.3863,-1.3863,0.0,0.0
25863,0.0,19.0,1.0,0.64,311.0,37.0,10048.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
25864,0.0,20.0,1.0,4.42,322.0,57.0,11281.0,0.0,0.0,0.0,1.3863,-1.3863,0.0,0.0
25865,1.0,20.0,1.0,4.87,330.0,45.0,11423.0,0.0,0.0,0.0,1.3863,-0.6932,0.5,0.0
25866,1.0,21.0,1.0,4.45,310.0,49.0,15016.0,0.0,0.0,0.0,2.0794,-1.3863,0.3333,0.0
25867,0.0,21.0,1.0,4.63,260.0,36.0,12111.0,0.6931,0.0,0.0,0.0,0.0,1.0,0.0
25868,0.0,22.0,1.0,4.2,235.0,34.0,12269.0,0.6931,0.6931,0.0,0.6931,-0.6931,0.0,0.0
25869,0.0,22.0,1.0,3.08,169.0,19.0,8196.0,0.0,0.6931,0.0,0.6931,-0.6931,0.0,0.0
25870,0.0,23.0,1.0,2.49,129.0,10.0,5941.0,0.0,0.0,0.6931,0.0,0.0,1.0,1.0986
25871,0.0,23.0,1.0,2.11,100.0,12.0,7471.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25872,0.0,0.0,1.0,0.18,60.0,5.0,1129.0,0.0,0.0,0.6931,0.0,0.0,1.0,0.0
25873,0.0,0.0,1.0,0.57,48.0,3.0,1783.0,0.0,0.0,0.6931,0.0,0.0,1.0,0.0
25874,0.0,1.0,1.0,0.13,32.0,2.0,752.0,0.0,0.0,0.0,1.0986,-1.0986,0.0,0.0
25875,0.0,1.0,1.0,0.19,21.0,0.0,377.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
25876,0.0,2.0,1.0,0.06,13.0,0.0,442.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25877,0.0,2.0,1.0,0.03,8.0,0.0,598.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25878,0.0,3.0,1.0,0.02,6.0,0.0,267.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25879,0.0,3.0,1.0,0.02,4.0,0.0,278.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
25880,2.0,4.0,1.0,0.01,2.0,0.0,159.0,0.0,0.0,0.6931,0.0,1.0986,1.0,0.0
25881,0.0,4.0,1.0,0.01,3.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25882,0.0,5.0,1.0,0.0,27.0,0.0,0.0,1.0986,0.0,0.0,0.0,0.0,1.0,0.6931
25883,0.0,5.0,1.0,0.0,114.0,0.0,0.0,0.0,1.0986,0.0,0.0,0.0,1.0,0.0
25884,0.0,6.0,1.0,0.02,198.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25885,0.0,6.0,1.0,1.39,375.0,12.0,3927.0,0.0,0.0,0.6931,0.0,0.0,1.0,0.0
25886,0.0,7.0,1.0,6.12,428.0,16.0,11879.0,0.0,0.0,0.0,1.7918,-1.7918,0.0,0.0
25887,0.0,7.0,1.0,4.87,437.0,25.0,12118.0,0.0,0.0,0.0,1.3863,-1.3863,0.0,0.0
25888,0.0,8.0,1.0,4.11,417.0,58.0,26724.0,0.0,0.0,0.0,1.6094,-1.6094,0.0,0.0
25889,0.0,8.0,1.0,3.21,305.0,36.0,10667.0,0.0,0.0,0.0,2.1972,-2.1972,0.0,0.6931
25890,0.0,9.0,1.0,5.14,310.0,25.0,14890.0,0.0,0.0,0.0,1.9459,-1.9459,0.0,0.6931
25891,0.0,9.0,1.0,4.54,304.0,25.0,8610.0,0.0,0.0,0.0,1.3863,-1.3863,0.0,0.0
25892,0.0,10.0,1.0,2.62,333.0,29.0,9866.0,0.0,0.0,0.0,1.0986,-1.0986,0.0,0.0
25893,0.0,10.0,1.0,3.64,358.0,35.0,11812.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
25894,0.0,11.0,1.0,3.12,358.0,31.0,12747.0,0.0,0.0,0.0,1.3863,-1.3863,0.0,0.0
25895,0.0,11.0,1.0,2.67,348.0,35.0,13517.0,0.0,0.0,0.0,1.0986,-1.0986,0.0,0.0
25896,0.0,12.0,1.0,5.0,322.0,39.0,13590.0,0.0,0.0,0.0,1.3863,-1.3863,0.0,0.0
25897,2.0,12.0,1.0,2.77,307.0,32.0,11913.0,0.0,0.0,0.0,1.0986,0.0,1.0,0.0
25898,0.0,13.0,1.0,4.79,305.0,34.0,12271.0,0.0,0.0,0.0,1.9459,-1.9459,0.0,0.0
25899,0.0,13.0,1.0,1.93,301.0,39.0,10418.0,1.0986,0.0,0.0,0.0,0.0,1.0,0.0
25900,1.0,14.0,1.0,3.88,324.0,34.0,11467.0,0.0,1.0986,0.0,1.6094,-0.9163,0.4307,0.0
25901,0.0,14.0,1.0,2.07,334.0,35.0,12028.0,0.0,0.0,0.0,1.9459,-1.9459,0.0,0.0
25902,2.0,15.0,1.0,2.88,355.0,41.0,11520.0,0.6931,0.0,0.0,1.0986,0.0,1.0,0.0
25903,0.0,15.0,1.0,3.42,355.0,45.0,13270.0,0.0,0.6931,0.0,1.9459,-1.9459,0.0,0.0
25904,0.0,16.0,1.0,3.38,329.0,52.0,13296.0,1.0986,0.0,0.0,1.0986,-1.0986,0.0,1.0986
25905,0.0,16.0,1.0,4.89,331.0,45.0,13685.0,0.0,1.0986,0.0,0.0,0.0,1.0,0.0
25906,0.0,17.0,1.0,3.38,304.0,47.0,10257.0,0.0,0.0,0.0,1.0986,-1.0986,0.0,0.0
25907,0.0,17.0,1.0,3.55,304.0,38.0,9761.0,0.0,0.0,0.0,1.9459,-1.9459,0.0,0.0
25908,0.0,18.0,1.0,3.91,315.0,43.0,12905.0,0.0,0.0,0.0,2.7081,-2.7081,0.0,0.0
25909,2.0,18.0,1.0,4.74,305.0,44.0,11111.0,0.0,0.0,0.0,1.3863,-0.2877,0.7925,0.0
25910,0.0,19.0,1.0,2.5,311.0,52.0,11636.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25911,0.0,19.0,1.0,3.55,319.0,33.0,11643.0,1.0986,0.0,0.0,0.0,0.0,1.0,0.0
25912,0.0,20.0,1.0,4.28,315.0,59.0,11763.0,0.0,1.0986,0.0,1.7918,-1.7918,0.0,0.0
25913,2.0,20.0,1.0,4.52,313.0,45.0,11954.0,0.0,0.0,1.0986,0.0,1.0986,1.0,0.0
25914,0.0,21.0,1.0,4.46,295.0,46.0,13911.0,0.0,0.0,0.0,1.0986,-1.0986,0.0,0.0
25915,1.0,21.0,1.0,2.14,266.0,41.0,11581.0,1.0986,0.0,0.0,0.0,0.6931,1.0,0.0
25916,1.0,22.0,1.0,1.6,243.0,43.0,11156.0,0.0,1.0986,0.0,1.3863,-0.6932,0.5,0.0
25917,0.0,22.0,1.0,2.13,175.0,21.0,8992.0,0.6931,0.0,0.0,0.0,0.0,1.0,0.0
25918,0.0,23.0,1.0,2.78,124.0,14.0,8002.0,0.6931,0.6931,0.0,1.6094,-1.6094,0.0,0.0
25919,0.0,23.0,1.0,2.69,75.0,11.0,6730.0,0.0,0.6931,0.0,0.6931,-0.6931,0.0,0.0
25920,0.0,0.0,1.0,0.09,36.0,2.0,1116.0,0.0,0.0,1.0986,0.6931,-0.6931,0.0,0.0
25921,0.0,0.0,1.0,0.12,30.0,3.0,1314.0,0.0,0.0,0.6931,0.0,0.0,1.0,1.0986
25922,0.0,1.0,1.0,0.06,22.0,1.0,719.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
25923,0.0,1.0,1.0,0.09,18.0,1.0,1174.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25924,0.0,2.0,1.0,0.03,10.0,1.0,191.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931
25925,0.0,2.0,1.0,0.04,8.0,0.0,822.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25926,0.0,3.0,1.0,0.02,4.0,0.0,293.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0986
25927,0.0,3.0,1.0,0.01,2.0,1.0,126.0,0.0,0.0,0.0,1.0986,-1.0986,0.0,0.0
25928,0.0,4.0,1.0,0.01,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25929,0.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.6094,-1.6094,0.0,0.0
25930,0.0,5.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25931,0.0,5.0,1.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25932,0.0,6.0,1.0,0.03,214.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25933,0.0,6.0,1.0,0.86,394.0,13.0,4179.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0986
25934,0.0,7.0,1.0,1.39,456.0,11.0,10711.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25935,0.0,7.0,1.0,1.67,466.0,23.0,14215.0,0.0,0.0,0.0,1.3863,-1.3863,0.0,0.0
25936,1.0,8.0,1.0,1.92,437.0,50.0,26567.0,0.0,0.0,0.0,1.0986,-0.4055,0.6309,0.0
25937,0.0,8.0,1.0,0.9,314.0,22.0,12608.0,0.0,0.0,0.6931,0.0,0.0,1.0,1.0986
25938,0.0,9.0,1.0,0.93,308.0,29.0,14473.0,0.6931,0.0,0.0,1.6094,-1.6094,0.0,0.0
25939,0.0,9.0,1.0,1.0,303.0,20.0,9098.0,0.0,0.6931,0.0,1.0986,-1.0986,0.0,0.6931
25940,0.0,10.0,1.0,0.89,336.0,24.0,8589.0,0.0,0.0,0.0,1.3863,-1.3863,0.0,0.6931
25941,2.0,10.0,1.0,1.13,365.0,23.0,11845.0,0.0,0.0,0.6931,0.0,1.0986,1.0,0.0
25942,0.0,11.0,1.0,0.88,363.0,23.0,12790.0,0.0,0.0,0.0,1.3863,-1.3863,0.0,0.0
25943,2.0,11.0,1.0,1.04,356.0,24.0,14798.0,1.0986,0.0,0.0,1.3863,-0.2877,0.7925,0.0
25944,1.0,12.0,1.0,1.27,338.0,28.0,13282.0,0.0,1.0986,0.0,0.0,0.6931,1.0,0.0
25945,0.0,12.0,1.0,1.5,306.0,28.0,11761.0,1.0986,0.0,0.6931,0.6931,-0.6931,0.0,0.0
25946,2.0,13.0,1.0,0.99,310.0,27.0,12696.0,0.6931,1.0986,0.6931,0.0,1.0986,1.0,0.0
25947,0.0,13.0,1.0,0.86,316.0,25.0,12657.0,0.0,0.6931,0.0,1.0986,-1.0986,0.0,0.0
25948,0.0,14.0,1.0,0.95,321.0,28.0,8990.0,1.0986,0.0,0.0,0.6931,-0.6931,0.0,0.0
25949,0.0,14.0,1.0,0.86,357.0,27.0,12169.0,0.0,1.0986,0.0,0.0,0.0,1.0,0.0
25950,2.0,15.0,1.0,0.87,374.0,28.0,12663.0,0.0,0.0,0.0,1.3863,-0.2877,0.7925,0.0
25951,2.0,15.0,1.0,1.38,359.0,32.0,13825.0,0.0,0.0,0.0,1.0986,0.0,1.0,0.0
25952,0.0,16.0,1.0,0.93,342.0,30.0,13954.0,1.0986,0.0,0.0,1.0986,-1.0986,0.0,0.0
25953,1.0,16.0,1.0,1.03,314.0,32.0,14526.0,1.0986,1.0986,0.0,1.7918,-1.0987,0.3868,0.0
25954,0.0,17.0,1.0,0.72,291.0,38.0,10532.0,0.0,1.0986,0.0,1.3863,-1.3863,0.0,0.0
25955,0.0,17.0,1.0,1.03,313.0,30.0,10006.0,0.6931,0.0,0.0,1.0986,-1.0986,0.0,0.0
25956,0.0,18.0,1.0,1.03,321.0,41.0,9245.0,0.0,0.6931,0.0,0.6931,-0.6931,0.0,0.0
25957,0.0,18.0,1.0,0.8,344.0,43.0,11750.0,0.0,0.0,0.0,1.0986,-1.0986,0.0,0.0
25958,0.0,19.0,1.0,1.23,343.0,32.0,13794.0,0.0,0.0,0.6931,0.6931,-0.6931,0.0,0.0
25959,1.0,19.0,1.0,0.82,333.0,31.0,11526.0,0.0,0.0,0.0,1.6094,-0.9163,0.4307,0.0
25960,0.0,20.0,1.0,1.62,314.0,38.0,13231.0,0.0,0.0,0.0,1.3863,-1.3863,0.0,0.6931
25961,0.0,20.0,1.0,1.08,301.0,33.0,11867.0,0.6931,0.0,0.0,1.3863,-1.3863,0.0,0.0
25962,0.0,21.0,1.0,1.49,278.0,32.0,13440.0,0.0,0.6931,0.0,0.6931,-0.6931,0.0,0.0
25963,0.0,21.0,1.0,1.32,232.0,29.0,10812.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25964,0.0,22.0,1.0,2.29,202.0,31.0,11440.0,0.0,0.0,0.0,1.0986,-1.0986,0.0,0.0
25965,0.0,22.0,1.0,0.65,135.0,15.0,7761.0,0.0,0.0,0.0,1.0986,-1.0986,0.0,1.0986
25966,0.0,23.0,1.0,0.38,87.0,8.0,5847.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
25967,0.0,23.0,1.0,0.33,56.0,7.0,4502.0,0.0,0.0,0.6931,0.6931,-0.6931,0.0,1.0986
25968,0.0,0.0,1.0,0.37,28.0,1.0,815.0,0.0,0.0,0.0,1.3863,-1.3863,0.0,0.6931
25969,0.0,0.0,1.0,0.08,24.0,1.0,1018.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
25970,0.0,1.0,1.0,0.07,19.0,2.0,414.0,0.0,0.0,0.6931,0.0,0.0,1.0,1.0986
25971,0.0,1.0,1.0,0.14,15.0,2.0,919.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25972,0.0,2.0,1.0,0.04,12.0,1.0,365.0,0.0,0.0,1.6094,0.0,0.0,1.0,0.0
25973,0.0,2.0,1.0,0.03,10.0,0.0,528.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25974,0.0,3.0,1.0,0.03,7.0,1.0,502.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0986
25975,0.0,3.0,1.0,0.02,4.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0986
25976,0.0,4.0,1.0,0.02,2.0,0.0,356.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25977,0.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931
25978,0.0,5.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25979,0.0,5.0,1.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25980,0.0,6.0,1.0,0.03,198.0,0.0,510.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25981,1.0,6.0,1.0,0.49,375.0,10.0,3534.0,0.0,0.0,0.0,0.0,0.6931,1.0,0.0
25982,0.0,7.0,1.0,3.15,448.0,19.0,11942.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
25983,0.0,7.0,1.0,5.73,454.0,28.0,11934.0,0.6931,0.0,0.0,1.0986,-1.0986,0.0,0.6931
25984,0.0,8.0,1.0,5.97,434.0,52.0,26287.0,0.0,0.6931,0.0,0.0,0.0,1.0,0.0
25985,0.0,8.0,1.0,2.09,318.0,28.0,13195.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25986,2.0,9.0,1.0,3.04,302.0,27.0,14355.0,0.0,0.0,0.0,1.0986,0.0,1.0,0.0
25987,0.0,9.0,1.0,0.77,283.0,13.0,9719.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
25988,2.0,10.0,1.0,1.81,303.0,24.0,9370.0,1.0986,0.0,0.0,1.3863,-0.2877,0.7925,0.0
25989,2.0,10.0,1.0,0.79,335.0,25.0,11737.0,0.0,1.0986,0.0,1.0986,0.0,1.0,0.0
25990,0.0,11.0,1.0,1.29,342.0,32.0,10313.0,1.0986,0.0,0.0,0.6931,-0.6931,0.0,0.0
25991,0.0,11.0,1.0,1.84,353.0,32.0,12581.0,1.0986,1.0986,0.0,1.3863,-1.3863,0.0,0.0
